station,datetime,temperature,precipitation,wind_speed,wind_direction,pressure,weather_code
鹿児島,2025-08-16 15:00:00,33.6,0.0,4.2,南東,1009.5,2
鹿児島,2025-08-16 16:00:00,33.4,0.0,2.9,西南西,1009.8,2
鹿児島,2025-08-16 17:00:00,31.0,0.0,3.9,西北西,1010.0,15
鹿児島,2025-08-16 18:00:00,30.9,0.0,2.8,西北西,1010.4,4
鹿児島,2025-08-16 19:00:00,30.5,0.0,2.2,北西,1010.3,15
鹿児島,2025-08-16 20:00:00,30.2,0.0,1.9,北西,1010.9,2
鹿児島,2025-08-16 21:00:00,29.7,0.0,2.1,東北東,1010.9,2
鹿児島,2025-08-16 22:00:00,29.5,0.0,2.0,北東,1011.2,2
鹿児島,2025-08-16 23:00:00,28.9,0.0,2.1,北東,1011.3,2
鹿児島,2025-08-17 00:00:00,28.7,0.0,1.8,北東,1011.2,2
鹿児島,2025-08-17 01:00:00,28.4,0.0,2.2,北東,1011.2,2
鹿児島,2025-08-17 02:00:00,28.0,0.0,1.7,北,1011.3,2
鹿児島,2025-08-17 03:00:00,27.9,0.0,2.2,北北東,1011.4,2
鹿児島,2025-08-17 04:00:00,28.0,0.0,2.4,北北東,1011.5,2
鹿児島,2025-08-17 05:00:00,27.9,0.0,2.3,北東,1011.9,2
鹿児島,2025-08-17 06:00:00,27.9,0.0,2.4,北北東,1012.1,2
鹿児島,2025-08-17 07:00:00,28.2,0.0,1.8,北北東,1012.5,2
鹿児島,2025-08-17 08:00:00,28.7,0.0,1.5,北東,1012.5,2
鹿児島,2025-08-17 09:00:00,30.7,0.0,2.3,東,1012.5,2
鹿児島,2025-08-17 10:00:00,31.0,0.0,1.8,東南東,1012.6,2
鹿児島,2025-08-17 11:00:00,32.3,0.0,2.3,南東,1012.7,2
鹿児島,2025-08-17 12:00:00,33.7,0.0,3.1,東南東,1012.5,2
鹿児島,2025-08-17 13:00:00,32.4,0.0,3.1,南南東,1012.0,2
鹿児島,2025-08-17 14:00:00,34.0,0.0,3.8,南南東,1011.6,15
鹿児島,2025-08-17 15:00:00,31.0,0.0,2.9,南南東,1011.6,15
鹿児島,2025-08-17 16:00:00,28.6,2.5,2.1,西北西,1011.6,15
鹿児島,2025-08-17 17:00:00,30.5,0.0,2.4,北西,1012.3,2
鹿児島,2025-08-17 18:00:00,29.9,0.0,2.0,北西,1012.1,4
鹿児島,2025-08-17 19:00:00,29.2,0.0,1.9,北西,1011.9,2
鹿児島,2025-08-17 20:00:00,29.1,0.0,1.4,北北西,1012.0,2
鹿児島,2025-08-17 21:00:00,28.7,0.0,1.8,北東,1012.2,2
鹿児島,2025-08-17 22:00:00,28.6,0.0,2.4,北東,1012.5,2
鹿児島,2025-08-17 23:00:00,28.1,0.0,3.4,北北東,1012.7,2
鹿児島,2025-08-18 00:00:00,28.2,0.0,2.7,北北東,1012.9,2
鹿児島,2025-08-18 01:00:00,27.8,0.0,1.5,北北東,1012.6,2
鹿児島,2025-08-18 02:00:00,27.3,0.0,1.9,北北西,1012.5,2
鹿児島,2025-08-18 03:00:00,26.8,0.0,1.4,北北西,1012.5,2
鹿児島,2025-08-18 04:00:00,26.4,0.0,2.7,北北西,1012.6,2
鹿児島,2025-08-18 05:00:00,26.5,0.0,2.0,北,1012.7,2
鹿児島,2025-08-18 06:00:00,26.5,0.0,2.7,北,1013.1,2
鹿児島,2025-08-18 07:00:00,27.0,0.0,2.3,北,1013.2,2
鹿児島,2025-08-18 08:00:00,28.3,0.0,2.2,北東,1013.7,2
鹿児島,2025-08-18 09:00:00,30.0,0.0,2.1,北東,1013.5,2
鹿児島,2025-08-18 10:00:00,30.7,0.0,2.6,東北東,1013.1,2
鹿児島,2025-08-18 11:00:00,32.1,0.0,3.2,東,1012.8,2
鹿児島,2025-08-18 12:00:00,33.1,0.0,2.6,東南東,1012.2,2
鹿児島,2025-08-18 13:00:00,32.6,0.0,3.8,南南東,1011.8,2
鹿児島,2025-08-18 14:00:00,33.6,0.0,3.2,南,1011.2,2
鹿児島,2025-08-18 15:00:00,33.8,0.0,3.7,南,1010.6,2
鹿児島,2025-08-18 16:00:00,33.6,0.0,3.9,南,1010.4,2
鹿児島,2025-08-18 17:00:00,32.0,0.0,4.6,南南東,1010.8,2
鹿児島,2025-08-18 18:00:00,31.8,0.0,3.3,西,1011.1,2
鹿児島,2025-08-18 19:00:00,30.6,0.0,3.2,西,1011.7,2
鹿児島,2025-08-18 20:00:00,30.0,0.0,2.3,西北西,1012.2,2
鹿児島,2025-08-18 21:00:00,30.0,0.0,1.2,北西,1012.7,2
鹿児島,2025-08-18 22:00:00,29.6,0.0,0.5,東南東,1012.7,2
鹿児島,2025-08-18 23:00:00,28.9,0.0,2.2,北北西,1012.4,2
鹿児島,2025-08-19 00:00:00,28.6,0.0,2.1,北北西,1012.3,2
鹿児島,2025-08-19 01:00:00,28.3,0.0,1.7,北北西,1011.5,2
鹿児島,2025-08-19 02:00:00,28.3,0.0,1.3,北北東,1010.8,2
鹿児島,2025-08-19 03:00:00,27.9,0.0,1.8,北,1010.6,2
鹿児島,2025-08-19 04:00:00,27.2,0.0,2.6,北,1010.7,2
鹿児島,2025-08-19 05:00:00,27.6,0.0,2.0,北北東,1010.8,2
鹿児島,2025-08-19 06:00:00,27.5,0.0,2.6,北北東,1011.3,2
鹿児島,2025-08-19 07:00:00,28.0,0.0,2.0,北北東,1011.6,2
鹿児島,2025-08-19 08:00:00,29.2,0.0,1.6,北北東,1011.7,2
鹿児島,2025-08-19 09:00:00,30.3,0.0,1.7,東南東,1012.2,2
鹿児島,2025-08-19 10:00:00,31.1,0.0,1.9,東南東,1011.7,2
鹿児島,2025-08-19 11:00:00,31.1,0.0,2.8,南東,1011.4,2
鹿児島,2025-08-19 12:00:00,31.7,0.0,2.8,南,1011.0,15
鹿児島,2025-08-19 13:00:00,30.9,0.0,4.0,南,1010.5,4
鹿児島,2025-08-19 14:00:00,31.0,0.0,3.3,南南東,1009.6,4
鹿児島,2025-08-19 15:00:00,32.6,0.0,2.6,南東,1008.8,2
鹿児島,2025-08-19 16:00:00,32.1,0.0,2.4,南南東,1009.0,4
鹿児島,2025-08-19 17:00:00,31.6,0.0,2.2,南南東,1009.2,4
鹿児島,2025-08-19 18:00:00,31.0,0.0,0.6,西北西,1009.4,2
鹿児島,2025-08-19 19:00:00,30.8,0.0,1.9,南西,1009.7,4
鹿児島,2025-08-19 20:00:00,29.8,0.0,2.2,南西,1010.5,2
鹿児島,2025-08-19 21:00:00,29.7,0.0,0.8,西,1010.6,4
鹿児島,2025-08-19 22:00:00,29.4,0.0,0.9,南西,1010.4,2
鹿児島,2025-08-19 23:00:00,28.9,0.0,2.3,南,1010.1,2
鹿児島,2025-08-20 00:00:00,29.1,0.0,4.0,南南東,1009.7,2
鹿児島,2025-08-20 01:00:00,29.0,0.0,2.9,南南東,1009.4,2
鹿児島,2025-08-20 02:00:00,28.2,0.0,1.8,南南西,1008.8,2
鹿児島,2025-08-20 03:00:00,27.9,0.0,0.5,西,1008.7,2
鹿児島,2025-08-20 04:00:00,27.9,0.0,3.5,北北東,1008.6,2
鹿児島,2025-08-20 05:00:00,27.9,0.0,3.3,北北東,1008.6,2
鹿児島,2025-08-20 06:00:00,27.7,0.0,3.3,北北東,1008.9,2
鹿児島,2025-08-20 07:00:00,28.1,0.0,2.7,北北東,1009.3,2
鹿児島,2025-08-20 08:00:00,28.9,0.0,3.0,北北東,1009.2,2
鹿児島,2025-08-20 09:00:00,31.0,0.0,2.2,東北東,1009.2,15
鹿児島,2025-08-20 10:00:00,30.3,0.0,2.4,南東,1009.7,4
鹿児島,2025-08-20 11:00:00,25.7,0.5,8.3,南,1010.6,10
鹿児島,2025-08-20 12:00:00,26.3,2.5,4.4,南南東,1009.9,10
鹿児島,2025-08-20 13:00:00,27.5,0.0,2.9,南南東,1009.2,10
鹿児島,2025-08-20 14:00:00,28.9,0.0,2.1,南南東,1008.5,4
鹿児島,2025-08-20 15:00:00,28.6,0.0,3.7,南南東,1007.9,10
鹿児島,2025-08-20 16:00:00,28.0,0.0,2.3,南,1007.3,4
鹿児島,2025-08-20 17:00:00,28.5,0.0,2.9,南南東,1007.4,4
鹿児島,2025-08-20 18:00:00,29.0,0.0,5.0,南東,1007.5,4
鹿児島,2025-08-20 19:00:00,29.0,0.0,5.1,南東,1007.6,10
